path,text_hash,label,nll_small,nll_large,score_raw,y_score,pred,src,kind
/content/nlp_project/repos/ghostbuster/data/wp/human/857.txt,1d2537b88013d2b1e76ea77b996162a8db97c64a,0,2.987500,3.266160,-0.278660,-0.002352,0,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/309-davinci.txt,7c544ca56471b40a701a3df6cd185b5626090d77,0,3.784504,4.022397,-0.237893,0.038415,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt2/logprobs/814-davinci.txt,1d084b310529f1c2101d6edbc5900485cbbdcc62,1,3.861811,4.120719,-0.258907,0.017401,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt2/logprobs/951-davinci.txt,6d3fa94e22fe5263c0b18fc2607ea809e8f5cf3d,1,4.024340,4.255967,-0.231627,0.044682,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/logprobs/419-ada.txt,73e05d567fa35ee4aabcd36407ee37035d2ab374,1,3.966953,4.213997,-0.247044,0.029265,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/119-ada.txt,2365e32c5c01ac85116af2eedfc0d86adfc20351,0,3.856542,4.086590,-0.230048,0.046261,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/582.txt,f873f7a6b03293363c5e84a4bf844a16a7ebde03,0,3.764974,3.962500,-0.197526,0.078783,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/412.txt,e7602c458e1e4bacc92f9e9e0c6c104d721da9b5,0,3.661989,3.926624,-0.264635,0.011673,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/logprobs/118-davinci.txt,aada2b4cbb57f35b0d8b1ad60187b15cf8da8a49,1,3.952157,4.197581,-0.245424,0.030885,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt/93.txt,fb437cd9433edca7c5e3811956c0c8498be8b09d,1,2.655775,2.724164,-0.068389,0.207920,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/944.txt,015fe1932e0d404482f69dd9172725468a1874fd,0,3.101974,3.405702,-0.303728,-0.027419,0,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/842.txt,6fb17283ef73ff426d1b34710ab76558a5113f51,1,2.645230,2.659320,-0.014090,0.262219,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_writing/761.txt,26bb38764375113d0ed9e107214e1a897520a058,1,2.939083,3.070265,-0.131182,0.145126,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/50.txt,cc70592af35257cbe45654d6122dca08878e9248,1,3.260762,3.336507,-0.075745,0.200564,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_writing/logprobs/713-ada.txt,4fc39a11f5223020985bbd78c768dfb406858878,1,3.970791,4.217567,-0.246776,0.029533,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/290-davinci.txt,c426829e84bc42e6e76b7b9fc835d93a92b2378d,0,3.929833,4.139805,-0.209972,0.066337,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/521-davinci.txt,3dcffc5a0328f665ec9f0d09cfa0b79a503ae7c9,0,3.794490,4.026645,-0.232155,0.044154,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/386.txt,c2ec2c8dcf8ccb3bac3b6f64d02c291eda2aa215,0,3.559767,3.741254,-0.181487,0.094822,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/claude/632.txt,e46754164b22e3844519135143d8c09ca5be9d43,1,2.765661,2.898064,-0.132403,0.143905,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/107-davinci.txt,dcab099d68c041373fa97d1b24960c0ca1fc06e4,0,3.834979,4.084616,-0.249638,0.026671,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_writing/117.txt,38d06160138c50baa4d80ff247988cb11f1f5afb,1,2.836769,2.917145,-0.080376,0.195933,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/820-ada.txt,0d90bb12bac346e4b6976fe1a8ed47caa7251eb5,0,3.854427,4.104199,-0.249772,0.026536,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt/19.txt,cce46a3dbe98790cfb3f09b38a48439c6a01f440,1,2.957629,3.081158,-0.123529,0.152779,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/logprobs/701-ada.txt,70cc5efceeed4a2fa55a8e90a748cef267a32d2d,1,3.875030,4.131669,-0.256639,0.019670,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt/logprobs/362-ada.txt,c727068c1eb9144a44c4e0cc54154c821189266d,1,3.970520,4.229897,-0.259377,0.016931,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/claude/logprobs/232-davinci.txt,b95ea63c73985f830b9792bea73c1afd393ba763,1,3.814780,4.066709,-0.251929,0.024379,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/claude/482.txt,3753644b1be32237f7045af1b572bffce119aa4b,1,2.692698,2.870690,-0.177992,0.098317,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/logprobs/629-davinci.txt,559a7a278b6cfde52c7d1ef0798e9eee4302ab03,1,3.913588,4.184731,-0.271143,0.005165,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/25.txt,86fd6ce93869f4f9d6e25f87054c9a6a4dfc8126,1,3.231849,3.376871,-0.145022,0.131286,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/436-ada.txt,1d099e242acdfb9a49b56f0bed374c37671b725a,0,3.992064,4.201234,-0.209170,0.067139,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/218-davinci.txt,6eefe036f08a787e6691e99ebbea42c85e84dc54,0,3.946998,4.164418,-0.217420,0.058889,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/83-ada.txt,d81249e6b4b04c7c26671ee18e0a8f62e8297626,0,3.905687,4.140707,-0.235020,0.041289,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/655-davinci.txt,1d1425ec889d80ad9df301be1c1fb63264ff5a4a,0,3.837257,4.079357,-0.242100,0.034209,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt2/logprobs/381-ada.txt,edf9e053168e776870ec9989e00d5b2a390ea0fc,1,3.741886,3.981744,-0.239858,0.036451,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt1/logprobs/700-ada.txt,812f8f8006bb50ed472c080b19fac7e65e7764a3,1,3.897648,4.139937,-0.242289,0.034020,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt2/601.txt,b6178faa46b9e24d8898b4ce2933d5cc2b910f01,1,2.983196,3.025059,-0.041863,0.234445,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/120.txt,2d2191d41c110826074d44d114f002504c627bca,0,3.034545,3.216136,-0.181591,0.094718,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/574-ada.txt,106deb5c4eba2750ebfdafbdfa889eb3c7cfdabb,0,3.918621,4.139156,-0.220535,0.055773,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/156.txt,18325a4179cf69a0d64bcb99b01843b9cbc67a3c,0,2.540121,2.718692,-0.178571,0.097737,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt1/logprobs/771-ada.txt,2d2eb3ad112958785a69bd9c322a549d56425b42,1,3.874245,4.090360,-0.216115,0.060194,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/371-davinci.txt,3f947e59fca0aa15c03962a098104575c6b9afcb,0,3.732942,3.978867,-0.245925,0.030384,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/847.txt,5730f620e7873eb1c86a916e9e79b5f30987f2dd,0,3.075463,3.250435,-0.174971,0.101338,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_writing/logprobs/72-ada.txt,8ebdf61eeac42c9a95490cc4b8e05b5c4bd7ce30,1,3.909573,4.167526,-0.257953,0.018356,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/claude/logprobs/145-davinci.txt,5b4447b7f4f6b4e62948f96c00291255e0ff31cc,1,3.931685,4.135209,-0.203525,0.072784,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt/logprobs/276-davinci.txt,92e536b50e5ad5d3fbc3763b7dcf47b10723191f,1,4.007835,4.260891,-0.253056,0.023253,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/785.txt,abb5adb53e811a35de908ed836bba72ff2a5a19b,0,3.794118,3.986320,-0.192202,0.084106,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt2/logprobs/232-ada.txt,3d974ddfb9ecf6d577c8ccd3c1c99b2317bfc0df,1,3.934093,4.181058,-0.246965,0.029344,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/432-davinci.txt,7558f0f098422f4203cb040d570b6b2a2b3cf7ea,0,3.907495,4.137543,-0.230049,0.046260,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/57-davinci.txt,4b0851d774250ccdf807ce5be7a170b6a85558f4,0,3.876531,4.124877,-0.248346,0.027963,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/153-ada.txt,3d8c42be5e92780ef9fe2a8ee6508e3b07d45968,0,3.886339,4.100883,-0.214544,0.061765,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt/738.txt,464b19a00f781b87c214260d8b4f7e8a173bdc9a,1,2.754972,2.748381,0.006591,0.282900,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/logprobs/830-ada.txt,561ad7578945ae0c19e843c8b4085018cffa0133,1,3.996346,4.240456,-0.244110,0.032199,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/172.txt,345841ad58ea95b186353fb7c2c9f44753f292f0,0,3.024790,3.299812,-0.275022,0.001287,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt/logprobs/160-davinci.txt,f252c5010abbb5fa1dbd0ae3a7ad59e83926349c,1,3.861775,4.107067,-0.245292,0.031016,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/claude/660.txt,3628fb1717764a5bc09caaef4c99c185b1a315d9,1,2.592691,2.672140,-0.079449,0.196859,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/774-davinci.txt,e0777276c3b6672d27cb2bf0e0b3f2405321c392,0,3.842240,4.078204,-0.235964,0.040345,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/683.txt,f2b4e71e937aea01c491617196d92585f186df44,0,3.428592,3.634977,-0.206385,0.069923,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/81.txt,5edccf9f2849501dbd024eedc244e7bf7e809479,1,3.009043,3.100000,-0.090957,0.185351,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/claude/logprobs/524-davinci.txt,7f88ecda040db3874ff231fc2d07b303bdc24ee7,1,3.950109,4.163342,-0.213233,0.063076,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/98.txt,4e6fe55b4d34ad19e07f79a1643e5d78cfae1f23,0,3.143795,3.278306,-0.134511,0.141798,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/578.txt,1aa3fe265a58544952d3cd096bb1cab6adedddc4,0,3.219681,3.400336,-0.180656,0.095653,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/535-ada.txt,9ad6eb952ac95c492376280e2c65e4968a97df3f,0,3.881305,4.097611,-0.216306,0.060003,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/logprobs/983-davinci.txt,06b0978463d2a8fae9ee09ea08e20c038efcd46c,1,3.894424,4.145820,-0.251395,0.024913,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt2/logprobs/390-davinci.txt,b86b601b50bb87f01eb4518ea24bf46e945f7006,1,3.898709,4.162567,-0.263858,0.012450,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt2/282.txt,c269b8a0b16142a1876a1bbf1e2f544efe5fb91b,1,3.123724,3.230867,-0.107143,0.169166,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/claude/422.txt,ba9d88cf7027a9e3c53318c354b1ea415258aff3,1,2.378567,2.493176,-0.114609,0.161699,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/680-ada.txt,882cbfb2ff0c250392fb58ab6f4de800f250c8bd,0,3.884220,4.114941,-0.230722,0.045587,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/592-davinci.txt,e3c1c0b0b2a6d5ac7d9e73d2561350c8b99417ed,0,3.930894,4.159156,-0.228263,0.048046,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/190-ada.txt,aefe006d7c210b93c24b5575b8ebaa3ca2f2996b,0,3.956973,4.184211,-0.227238,0.049070,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/claude/logprobs/158-ada.txt,ab328db146abb40c6a7d03c305fbae1ad5fe57db,1,3.841223,4.091952,-0.250729,0.025580,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/402-ada.txt,8d472c2e9901b468115fc47812692a6d3128c4f4,0,3.840079,4.068619,-0.228541,0.047768,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt1/logprobs/698-ada.txt,a57a1e6d5580888223cfacf23a472181a05df844,1,3.934765,4.183663,-0.248898,0.027411,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt/logprobs/80-davinci.txt,d8af94a139c5dc9419d149bff3f830d05707cdfa,1,3.888775,4.134867,-0.246092,0.030217,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt2/logprobs/25-ada.txt,b48e43a0dab17166803e31e237e9efd13237e0fc,1,3.874962,4.117267,-0.242305,0.034004,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/960-davinci.txt,b3f21fa848093da7fdf4b24c505fe08993152454,0,3.961867,4.180654,-0.218787,0.057522,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/claude/logprobs/759-davinci.txt,3d25572e0571e974418f402512a04c6dfb463e78,1,3.908668,4.144661,-0.235992,0.040317,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/logprobs/321-ada.txt,3cf6e1191ac7d8d7825639da3622fc8f78d70fc2,1,3.919495,4.170984,-0.251489,0.024820,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt1/logprobs/212-davinci.txt,70336b47696349e05fbbcf514b7b76ac660d97e8,1,3.934841,4.151392,-0.216551,0.059758,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt1/logprobs/325-davinci.txt,50e5a92bb8e58a79cfbedadb31c0e32c196e4fc1,1,3.917701,4.158040,-0.240338,0.035970,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_writing/logprobs/871-ada.txt,b442116fc7896a89dd17583d473e9bacb028ed8b,1,3.858618,4.100161,-0.241543,0.034766,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_prompt1/logprobs/162-ada.txt,084d9bee2e1f01a49a67b8c19f179f7f8b2f37c8,1,3.901916,4.147241,-0.245326,0.030983,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/logprobs/171-ada.txt,f8a374c9bdf9b733e28445cb6e96efddbd9c2f3c,1,4.002720,4.229411,-0.226691,0.049618,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/817-ada.txt,71b4c304b1711cc729adb80b30f478fda4ae3dc8,0,3.999918,4.185970,-0.186051,0.090257,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/965-davinci.txt,659f4a56ec37a5fe78c4fed15781f0d1adb8d09a,0,3.850385,4.080769,-0.230385,0.045924,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/295-ada.txt,f3b14939c0944ee02a116869988d7437d85daa9c,0,3.922733,4.141806,-0.219072,0.057236,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/917-davinci.txt,037167f89a2d53afc5cd7b5017d8ab53717cfcb5,0,3.842124,4.072233,-0.230109,0.046200,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/human/898.txt,f021f2706e6e467cc2421c65b8b0711de75790c5,0,3.368433,3.640172,-0.271739,0.004569,1,GB-wp,human
/content/nlp_project/repos/ghostbuster/data/wp/gpt_semantic/logprobs/288-davinci.txt,0efe4c2c660e817458d0211dfcd3895af42da41a,1,3.868429,4.128861,-0.260433,0.015876,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/gpt_writing/logprobs/214-davinci.txt,1ea3fa7a272f4824c70279ee76f40e9ce8d1c217,1,3.917212,4.161518,-0.244305,0.032003,1,GB-wp,ai
/content/nlp_project/repos/ghostbuster/data/wp/human/logprobs/159-ada.txt,0b557dcc6e7a4cd0219a8e66ac3c814cae5461c5,0,3.880250,4.130250,-0.250000,0.026309,1,GB-wp,human
