path,text_hash,label,nll_small,nll_large,score,pred,src,kind
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\11-davinci.txt,fc9e02964b9e9ad7b0aeeb480b91c25844cb5487,1,3.962157,3.860031,0.102125,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\681-davinci.txt,e96cfabcdf99c54ea113107fc3e8d14f7ce9323b,1,4.021255,3.930065,0.091190,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\819.txt,c5e6d8e3fdcd0090e4e0a4c3aa59016b386ffaa0,1,3.312088,2.503297,0.808791,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\447-ada.txt,abf2de7c9534bedd3367342cfd81d8a291937aae,0,3.848367,3.781785,0.066582,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\939-ada.txt,2b3f8dc09b30a7b74d269fbf96e0068c0d0bcab4,0,3.824758,3.756152,0.068606,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\172-davinci.txt,fa19e09577c9e30211d52fd2d73d53e0193b5082,1,3.986606,3.898228,0.088378,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_writing\609.txt,f05628c8d987550e9192f0665957997a28e0f7a7,1,3.831122,3.097708,0.733414,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\263.txt,14779b8a6736f4432496978cd21b57c6bbbb2a14,0,4.229730,3.574324,0.655405,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\122.txt,51ad5572f68d318e84260106ba68a2b41ab329c6,0,3.595604,3.156044,0.439560,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\852-davinci.txt,7bde1eb916a47cbe48f9dbbfbfa6b83f4d5701ce,0,3.984712,3.886409,0.098303,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\28-davinci.txt,1552f2f1feb7cd17bc2ade58daca28e123da7a2b,0,4.059247,3.928743,0.130504,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt2\logprobs\236-ada.txt,f044d57518888954f7388a1e2879ee38ec41d5e1,1,3.995269,3.890323,0.104946,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\283-ada.txt,934da1dc6ab944e54d57fa3d8792e3f867b81e61,0,3.918942,3.809080,0.109862,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\229-davinci.txt,aa3852f41ff7f1cdcd3cbc36680a8054c76e8c48,1,3.974625,3.893692,0.080933,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_writing\logprobs\710-davinci.txt,761a24159022041c7092889a8a8e03d65eadc460,1,4.007456,3.871491,0.135965,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\153-ada.txt,3d8c42be5e92780ef9fe2a8ee6508e3b07d45968,0,3.910153,3.827912,0.082242,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\408.txt,c9fa0f5c72b4b40e3d1c2afe032e23008b279352,1,3.379902,2.580882,0.799020,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\818-davinci.txt,18f21dfb4cbd3bf9ad38009992fb3467ecf08af8,0,4.056393,3.920729,0.135664,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\505.txt,430e6d9785617f40041cd50e0542de1c036801e9,0,4.581538,3.953846,0.627692,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\365.txt,849d4183a021573e21847855112e539a15e1b5a2,1,3.475410,2.728337,0.747073,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\logprobs\171-ada.txt,f8a374c9bdf9b733e28445cb6e96efddbd9c2f3c,1,4.072891,3.972929,0.099962,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\808-davinci.txt,c41b5222e47180a62a7da61245b9a8e9dcad5a2e,0,4.010080,3.919360,0.090720,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\logprobs\419-ada.txt,73e05d567fa35ee4aabcd36407ee37035d2ab374,1,3.999880,3.930629,0.069251,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\claude\419.txt,91cb553e795859e8142c7897f9bf7b41d6193109,1,4.103865,3.159420,0.944444,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\claude\759.txt,856f0735e5c0b87ad6b788cba231efdafc657ae9,1,3.747599,2.783265,0.964335,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\463.txt,26532b48ac6941e7979691227f38e7f3e6a5d09d,0,3.588415,2.995427,0.592988,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt2\logprobs\761-davinci.txt,4ea89d151cc1dfb81e9527b9c5f2adad9ede745b,1,3.931105,3.827326,0.103779,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\855.txt,6cb699fba26f3a209a4f4d098cea80b370cf1b45,0,4.151515,3.510101,0.641414,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\184-davinci.txt,587949bb3d128890503077ec3e47ee5f6a41107a,0,3.946466,3.855072,0.091393,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt2\logprobs\883-ada.txt,028cd4ce7a964dfd04553883c6205e58cce97373,1,4.016607,3.939765,0.076842,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt2\195.txt,97c18590ec509bb6fbb8ca154187523aa9c2c6a7,1,2.799716,2.015625,0.784091,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_writing\logprobs\724-davinci.txt,c879e0dfefd8a5baa4a3f38983ddee4034e1fb58,1,3.927779,3.860589,0.067190,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\268.txt,6e06061fc32625637d3c841692319ff6748dbf2f,0,3.908123,3.418305,0.489817,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\499-ada.txt,f81f8069d43e9f847b6ea797397b165f895d53ea,0,3.863944,3.779437,0.084507,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_writing\logprobs\367-davinci.txt,3939be680b38bcb731598c06c49d7b272a48f5b8,1,3.949661,3.872939,0.076722,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\585-davinci.txt,0bca6a650de7e829372c305a878b674624cc359f,0,3.914474,3.859649,0.054825,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\764-davinci.txt,659411b7938f3d0fcdbf8837f07c9ebdcdb07eac,0,3.881109,3.802208,0.078901,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\262.txt,a08b623a5e7cb7a5b19ac67ed34e3676c8c946db,0,4.184343,3.684343,0.500000,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\265-davinci.txt,00e3a750e733399ba7ec4fc405ec68ace1da1544,0,3.996377,3.889130,0.107246,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\54.txt,47a02f82fb37c62550a6f1e177d6f9a3cfc6ef2d,0,4.391837,3.797959,0.593878,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\975-ada.txt,2daf936a5b89ab14ae18ffd77fd6883b1c9fe3a5,0,3.852299,3.763679,0.088620,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\786-davinci.txt,54baf25e9805ea30da48cb05589f9a57092a2af0,0,4.062090,3.947338,0.114752,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\740.txt,fdd5f61cd9bc7eb55d5916a8e4bb971c6dd6bdf2,0,4.061881,3.267327,0.794554,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\logprobs\482-davinci.txt,b479e98f960f73067cf0745c9e2c312242223d1a,1,3.940887,3.908456,0.032430,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\395-davinci.txt,b27e3995216c9e1abc0b0f78f76c2bcadc08ffd1,0,3.998351,3.907010,0.091340,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\942-davinci.txt,4a092d2fac91b03acfdf3d4f34d2dc045c8eb328,0,4.098842,4.006178,0.092664,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\423-ada.txt,c315cd876d15f55017c492509c9d3897db8c4683,1,4.023158,3.948772,0.074386,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\958.txt,9b3ffa6b64c95b40d22f842a63ef9740f1292aed,0,3.742966,3.115589,0.627376,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\407.txt,4cbcb52ea71b46f3dbe8b118cb64b17719d4e4b7,1,3.035000,2.385000,0.650000,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\219-ada.txt,6b632f42401bc04fb68aa20258f255976928f0ca,1,3.897344,3.816335,0.081009,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt2\logprobs\416-davinci.txt,9292f32253e791989fc42261484b2c777b10e87b,1,3.962640,3.880570,0.082070,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt1\logprobs\752-davinci.txt,c730b3334e3ad998b385cd89dbc2a723a3b14bb0,1,3.949623,3.852296,0.097327,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\285-ada.txt,e3f9f25dc8c211d309a52e5cec3814ac1134c3bf,0,3.777050,3.698999,0.078051,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\169-davinci.txt,e45e81776523da474f9a0ea8057ce83a3211e67a,0,4.034151,3.926883,0.107268,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\9-ada.txt,13da513d4b5eb1a6c847c534508c097b556c9223,0,3.934124,3.823291,0.110834,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\405-ada.txt,0ca28926ed39e55854e8e707782189faa8e90508,1,3.948209,3.862337,0.085871,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\853-davinci.txt,8315c6cda7fdcafeca6f5eaa5ebd79534bc55c95,0,4.070692,3.993373,0.077320,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\481.txt,7e852f598f22b3aaefd85b91425cd3ac8503476f,0,3.418440,2.944276,0.474164,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\53-davinci.txt,348710338bfaf053fae10772db0772c888aeaa02,0,3.975731,3.847582,0.128149,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_writing\logprobs\777-ada.txt,9f013e9d9752479269729e54e621e6a84b3fff31,1,3.982376,3.905500,0.076876,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\claude\446.txt,8198a41216a2cb5202b3fa23cbb9038460fd5358,1,3.924444,3.151111,0.773333,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\340-ada.txt,5e037aaf1ba466d721edaf0269a32f93f8c0fec1,1,3.917034,3.870432,0.046602,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\229-ada.txt,a36415f8c3390b39e18a2a4a4f7b6a2305e67fac,0,3.845886,3.745212,0.100675,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\850-ada.txt,51e591f338b3925123ca200789b871bff082b52d,0,3.941134,3.858285,0.082849,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\logprobs\848-ada.txt,341c8f552fc688caea192fb7def96e2d51f6dce8,1,3.970314,3.882637,0.087677,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\600-davinci.txt,5c768e9d31d965da26539080c1fb904daaf99849,0,3.851452,3.741053,0.110398,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\188.txt,82dd4e576448129b5ef399cf620a931e2f9ddbaa,0,4.510613,3.800708,0.709906,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\410-davinci.txt,7ce6b4ad226152c3a90f5a3964b27375f5e4cede,0,4.008194,3.912849,0.095345,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\claude\logprobs\199-ada.txt,abd288c60b1a4994df50a5f9c08a106a042478b6,1,3.972707,3.888409,0.084298,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\claude\logprobs\253-ada.txt,4558c3359b522cdb81b682a3937cd406760c2833,1,3.841796,3.781870,0.059926,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\128-ada.txt,1d6d75dbc2796a77977678534c6dcf25468d1845,0,3.936443,3.792058,0.144384,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\347-davinci.txt,8fab7cc1a91e186f1dfcd3b20a79c80a0cfebf54,0,3.864901,3.811945,0.052956,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\143-davinci.txt,25359139a744869040187ceeae6aec3c796dd64e,0,3.976581,3.877498,0.099082,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\83-ada.txt,d81249e6b4b04c7c26671ee18e0a8f62e8297626,0,3.945188,3.900302,0.044886,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\996-ada.txt,d3dbfdb85b70f49dfeecded333c33a86459e9fe4,0,3.904708,3.812819,0.091889,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\claude\logprobs\691-davinci.txt,6b95bc6d801faa643e9179330ba8d70396ac95d7,1,3.977938,3.868514,0.109424,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\claude\988.txt,2acc10e95ceffc46c66bcfb0b993cffea1a5b6fe,1,4.098214,3.199405,0.898810,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\803-davinci.txt,38944e2511818d0ee6471f95751ea8ec55c233b7,0,4.002345,3.909730,0.092614,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\575.txt,fb0daede109db086e3dc1d7ccb7e0615f51932da,0,3.471393,2.932214,0.539179,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\157.txt,596d2216e925421bbd8d982e8fc2bed8decd8b23,0,3.904762,3.109127,0.795635,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_writing\logprobs\918-davinci.txt,5247881687176959ddc70449184f245c6c0b35e3,1,3.952790,3.863671,0.089119,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt1\logprobs\767-ada.txt,2ad4d76cd77d5f5d127b4718cb7da84e33eaa964,1,3.920193,3.869308,0.050885,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_writing\405.txt,6d582345f0d50b0b5f9fd9e92dfb8d8b4fb444fb,1,3.756722,3.008963,0.747759,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\444.txt,b12a3937c2836b9f1db4b6655488984a8bd3a3e0,1,3.568106,2.903654,0.664452,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\logprobs\554-ada.txt,094c1d2fa49f56bd05e38d72e9a45b151e1b9041,1,3.937234,3.868845,0.068389,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\804-davinci.txt,70c6978845b69bf20661010292ec09cd40b461af,0,3.991176,3.886991,0.104184,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\111-davinci.txt,225883193c48230729d10c239d780fbb14cd66b9,1,3.946573,3.882560,0.064012,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\376-ada.txt,3ec52c379d6e32b637eebbbef951c8b36f71ab74,0,3.931300,3.850807,0.080492,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\442-ada.txt,e1aaa673d5381821364c7c17714b34aec07f7c2b,0,3.860418,3.760364,0.100054,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\903-ada.txt,27921e8739709bbb6eb9737392e4cef5efd8a554,0,4.283935,4.143784,0.140151,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt2\214.txt,11f03a13251d7d2cde36d9b7d68e86786ffed5e4,1,3.753056,3.009780,0.743276,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_writing\97.txt,aa266db73041b39ba2f7cf814a928a064d60e271,1,3.784223,2.981439,0.802784,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\584.txt,f72857d75803296c2a96cf7fb14807673b4d0d6f,0,5.092000,4.380000,0.712000,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\473.txt,2d482b08f5b0fc4f5a27169ed19267b524807f39,0,4.305439,3.627615,0.677824,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt2\logprobs\797-davinci.txt,c3636278d504e43c89a414f389ca6eb2e7588452,1,4.005302,3.921527,0.083775,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\414-ada.txt,43e811facbec135993343e30c08e267c5473a9a9,0,3.913354,3.830174,0.083180,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\503-davinci.txt,3d2117d6d1b14c9b13c2ff631484e8f87162f015,0,3.930673,3.857227,0.073446,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\68-ada.txt,9c38a916621c4c18a88f53b2113cfa007f932d44,0,3.977240,3.876135,0.101105,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\634.txt,43797cfc6667d25975dd8c4f0e0eefbe22c9bf78,0,4.604106,4.061584,0.542522,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\806.txt,9646f165b56c7aed2ea2a7c5cae7159a14abbc06,0,3.996667,3.530000,0.466667,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\46-davinci.txt,f6585709866cf4541838303795734047a3fe0ba4,0,3.855775,3.787126,0.068649,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\330.txt,f036dc74c583dc8d4178b835d28c8960946f9a8c,1,3.529691,2.672209,0.857482,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\652-davinci.txt,54765f5d2d70ad1ec874b131f1263ec5ff915f03,0,3.838557,3.744349,0.094207,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\812-ada.txt,8d31a7cbdaa7982b40c3cb4cdaab1ce315bab4c3,0,4.119088,4.006334,0.112753,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\508-davinci.txt,1ce8084f26e49cd4863e33f181dd44b319589188,0,4.081197,3.961934,0.119263,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\819.txt,4031a49590c9211c057587918484c377c7e86474,0,3.381215,2.767956,0.613260,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\667-davinci.txt,12b44631dff920429c31ce385b71dbf6fd5f9834,1,4.008916,3.892604,0.116312,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt\logprobs\516-ada.txt,472138ab543535c215f723ce94518ee3651b6a2e,1,3.884898,3.836434,0.048464,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\324.txt,1c56de9e9e5dc9ba3ed4e27f85e0c0485c8b6d58,0,4.154818,3.516588,0.638231,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\616-ada.txt,a203a19a05eb1aaadd4f8eda1fafcf96c3795ab1,0,4.055643,3.978865,0.076778,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt1\406.txt,9d5c2187c83e05510d6a17843c53bd2ca1a15d80,1,3.951923,3.264423,0.687500,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\450-ada.txt,8166293d4b8b30317a8632335f0a52647ef0e03a,0,4.051020,3.966044,0.084976,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_writing\261.txt,d7fe1ef018af2efd2814318c7f8df7caa0743a40,1,3.668050,2.816044,0.852006,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt2\logprobs\526-ada.txt,2a260489fc887b0ac5c6adfa6b96b8c8e1f5c059,1,3.999338,3.896304,0.103034,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_prompt1\728.txt,480e12a234c8e5e9c17d9a91b2546f4c5a63fa9b,1,3.888446,3.302789,0.585657,1,GB-wp,ai
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\human\logprobs\441-ada.txt,85e246128964caab6309e3425453654c74c3f0b0,0,4.112291,3.981791,0.130501,1,GB-wp,human
C:\Users\kucem\PraktikumProject\nlp_project\repos\ghostbuster\data\wp\gpt_semantic\923.txt,7f6f4d176699397c371b548c19af6e6a35139554,1,3.898026,3.133224,0.764803,1,GB-wp,ai
